date,venue,inning,team,target,over_1,over_2,over_3,over_4,over_5,over_6,runs,wickets
11/05/2008,Sawai Mansingh Stadium,1,Delhi Daredevils,0,12,3,8,6,10,8,47,1
11/05/2008,Sawai Mansingh Stadium,2,Rajasthan Royals,156,1,6,4,3,1,6,21,2
12/05/2008,"Punjab Cricket Association Stadium, Mohali",1,Royal Challengers Bangalore,0,3,1,10,10,12,14,50,3
12/05/2008,"Punjab Cricket Association Stadium, Mohali",2,Kings XI Punjab,143,12,1,4,8,8,9,42,0
13/05/2008,Eden Gardens,1,Kolkata Knight Riders,0,3,8,6,5,6,7,35,1
13/05/2008,Eden Gardens,2,Delhi Daredevils,133,5,11,2,10,4,5,37,4
14/05/2008,Wankhede Stadium,1,Chennai Super Kings,0,1,12,5,2,3,5,28,2
14/05/2008,Wankhede Stadium,2,Mumbai Indians,156,7,12,4,14,20,21,78,0
15/05/2008,Feroz Shah Kotla,1,Delhi Daredevils,0,7,5,2,20,6,8,48,1
15/05/2008,Feroz Shah Kotla,2,Deccan Chargers,194,10,11,6,17,17,10,71,1
16/05/2008,Wankhede Stadium,1,Kolkata Knight Riders,0,5,7,4,5,1,5,27,3
16/05/2008,Wankhede Stadium,2,Mumbai Indians,67,6,15,23,4,5,15,68,2
17/05/2008,Feroz Shah Kotla,1,Delhi Daredevils,0,10,4,10,9,13,22,68,0
17/05/2008,Feroz Shah Kotla,2,Kings XI Punjab,118,3,12,15,4,22,17,73,3
17/05/2008,Sawai Mansingh Stadium,1,Rajasthan Royals,0,10,8,12,4,9,8,51,0
17/05/2008,Sawai Mansingh Stadium,2,Royal Challengers Bangalore,197,1,3,2,9,3,5,23,3
18/05/2008,"Rajiv Gandhi International Stadium, Uppal",1,Mumbai Indians,0,11,19,9,5,4,9,57,1
18/05/2008,"Rajiv Gandhi International Stadium, Uppal",2,Deccan Chargers,178,5,7,6,2,3,9,32,3
18/05/2008,Eden Gardens,1,Kolkata Knight Riders,0,5,5,6,3,9,7,35,2
18/05/2008,Eden Gardens,2,Chennai Super Kings,149,5,13,9,3,6,7,43,0
19/05/2008,M Chinnaswamy Stadium,1,Royal Challengers Bangalore,0,1,19,2,7,6,6,41,1
19/05/2008,M Chinnaswamy Stadium,2,Delhi Daredevils,154,10,13,8,14,15,11,71,0
20/05/2008,Eden Gardens,1,Kolkata Knight Riders,0,7,0,5,2,10,8,32,1
20/05/2008,Eden Gardens,2,Rajasthan Royals,147,6,10,3,7,16,0,42,3
21/05/2008,Wankhede Stadium,1,Kings XI Punjab,0,3,5,1,11,10,13,43,1
21/05/2008,Wankhede Stadium,2,Mumbai Indians,189,10,24,2,4,16,12,68,1
21/05/2008,"MA Chidambaram Stadium, Chepauk",1,Royal Challengers Bangalore,0,6,1,4,5,6,1,23,2
21/05/2008,"MA Chidambaram Stadium, Chepauk",2,Chennai Super Kings,126,5,2,20,13,2,2,44,0
23/05/2008,"Punjab Cricket Association Stadium, Mohali",1,Deccan Chargers,0,5,8,12,10,4,3,42,0
23/05/2008,"Punjab Cricket Association Stadium, Mohali",2,Kings XI Punjab,175,14,9,12,15,13,11,74,0
24/05/2008,Feroz Shah Kotla,1,Mumbai Indians,0,5,11,9,15,3,17,60,0
24/05/2008,Feroz Shah Kotla,2,Delhi Daredevils,176,19,10,6,3,12,6,56,2
24/05/2008,"MA Chidambaram Stadium, Chepauk",1,Rajasthan Royals,0,12,3,10,14,13,15,67,0
24/05/2008,"MA Chidambaram Stadium, Chepauk",2,Chennai Super Kings,211,6,9,19,6,15,10,65,1
25/05/2008,"Rajiv Gandhi International Stadium, Uppal",1,Deccan Chargers,0,8,9,2,3,12,7,41,0
25/05/2008,"Rajiv Gandhi International Stadium, Uppal",2,Royal Challengers Bangalore,165,10,6,8,6,6,7,43,1
25/05/2008,Eden Gardens,1,Kings XI Punjab,0,5,16,3,3,10,10,47,1
25/05/2008,Eden Gardens,2,Kolkata Knight Riders,174,10,5,9,10,11,6,51,2
26/05/2008,Sawai Mansingh Stadium,1,Mumbai Indians,0,2,4,9,1,12,1,29,0
26/05/2008,Sawai Mansingh Stadium,2,Rajasthan Royals,145,1,8,11,3,9,4,36,2
27/05/2008,"Rajiv Gandhi International Stadium, Uppal",1,Deccan Chargers,0,1,6,6,2,3,8,26,2
27/05/2008,"Rajiv Gandhi International Stadium, Uppal",2,Chennai Super Kings,147,12,6,4,13,6,3,44,1
28/05/2008,M Chinnaswamy Stadium,1,Royal Challengers Bangalore,0,6,5,7,9,7,2,36,2
28/05/2008,M Chinnaswamy Stadium,2,Mumbai Indians,122,9,1,7,5,14,3,39,0
28/05/2008,"Punjab Cricket Association Stadium, Mohali",1,Kings XI Punjab,0,5,8,12,10,6,10,51,0
28/05/2008,"Punjab Cricket Association Stadium, Mohali",2,Rajasthan Royals,221,5,3,2,18,1,9,38,2
30/05/2008,Wankhede Stadium,1,Rajasthan Royals,0,1,7,7,14,14,15,58,0
30/05/2008,Wankhede Stadium,2,Delhi Daredevils,192,8,5,9,1,1,4,28,3
31/05/2008,Wankhede Stadium,1,Kings XI Punjab,0,7,4,5,12,2,5,35,4
31/05/2008,Wankhede Stadium,2,Chennai Super Kings,112,7,7,2,9,5,5,35,1
01/06/2008,Dr DY Patil Sports Academy,1,Chennai Super Kings,0,6,6,4,13,10,3,42,1
01/06/2008,Dr DY Patil Sports Academy,2,Rajasthan Royals,163,2,12,5,8,9,5,41,1
18/04/2009,Newlands,1,Mumbai Indians,0,3,7,10,7,8,5,40,1
18/04/2009,Newlands,2,Chennai Super Kings,165,2,14,2,1,14,7,40,2
18/04/2009,Newlands,1,Royal Challengers Bangalore,0,4,5,3,2,3,12,29,3
18/04/2009,Newlands,2,Rajasthan Royals,133,2,4,1,2,4,1,14,2
19/04/2009,Newlands,1,Kings XI Punjab,0,10,11,10,10,11,15,67,1
19/04/2009,Newlands,2,Delhi Daredevils,104,9,19,13,5,12,0,58,0
19/04/2009,Newlands,1,Kolkata Knight Riders,0,1,1,0,10,3,6,21,3
19/04/2009,Newlands,2,Deccan Chargers,101,9,5,10,6,5,2,37,2
20/04/2009,St George's Park,1,Chennai Super Kings,0,9,6,13,8,20,12,68,0
20/04/2009,St George's Park,2,Royal Challengers Bangalore,179,5,9,11,6,9,6,46,2
21/04/2009,Kingsmead,1,Kings XI Punjab,0,1,8,6,7,14,10,46,1
21/04/2009,Kingsmead,2,Kolkata Knight Riders,158,3,6,7,14,17,13,60,1
22/04/2009,Newlands,1,Deccan Chargers,0,12,15,8,12,2,13,62,1
22/04/2009,Newlands,2,Royal Challengers Bangalore,184,10,3,2,4,6,6,31,2
23/04/2009,Kingsmead,1,Delhi Daredevils,0,2,6,6,15,17,13,59,2
23/04/2009,Kingsmead,2,Chennai Super Kings,189,11,10,9,14,12,5,61,1
23/04/2009,Newlands,1,Rajasthan Royals,0,4,4,16,7,9,14,54,2
23/04/2009,Newlands,2,Kolkata Knight Riders,150,7,1,2,15,3,10,38,1
23/04/2009,Newlands,2,Kolkata Knight Riders,150,15,0,0,0,0,0,15,1
23/04/2009,Newlands,2,Rajasthan Royals,150,18,0,0,0,0,0,18,0
24/04/2009,Kingsmead,1,Royal Challengers Bangalore,0,6,8,18,7,8,2,49,3
24/04/2009,Kingsmead,2,Kings XI Punjab,168,4,10,5,10,10,5,44,0
25/04/2009,Kingsmead,1,Deccan Chargers,0,6,9,7,14,8,11,55,0
25/04/2009,Kingsmead,2,Mumbai Indians,168,3,1,8,11,19,8,50,1
26/04/2009,St George's Park,1,Royal Challengers Bangalore,0,9,1,3,13,9,10,45,2
26/04/2009,St George's Park,2,Delhi Daredevils,149,9,4,7,11,8,4,43,2
26/04/2009,Newlands,1,Kings XI Punjab,0,1,6,5,9,7,10,38,2
26/04/2009,Newlands,2,Rajasthan Royals,139,6,3,6,8,4,5,32,4
27/04/2009,Kingsmead,1,Chennai Super Kings,0,2,16,10,10,17,7,62,1
27/04/2009,Kingsmead,2,Deccan Chargers,165,11,20,17,12,6,3,69,1
27/04/2009,St George's Park,1,Mumbai Indians,0,4,12,10,12,7,16,61,0
27/04/2009,St George's Park,2,Kolkata Knight Riders,187,4,4,9,7,15,8,47,2
28/04/2009,SuperSport Park,1,Delhi Daredevils,0,7,8,10,6,5,6,42,3
28/04/2009,SuperSport Park,2,Rajasthan Royals,143,6,6,8,1,10,2,33,2
29/04/2009,Kingsmead,1,Kolkata Knight Riders,0,3,10,10,14,7,1,45,2
29/04/2009,Kingsmead,2,Royal Challengers Bangalore,139,2,8,7,15,8,6,46,0
29/04/2009,Kingsmead,1,Kings XI Punjab,0,5,1,4,8,5,3,26,2
29/04/2009,Kingsmead,2,Mumbai Indians,119,3,2,3,4,1,10,23,3
30/04/2009,SuperSport Park,1,Deccan Chargers,0,8,11,3,4,4,7,37,2
30/04/2009,SuperSport Park,2,Delhi Daredevils,148,5,11,12,3,4,6,41,2
30/04/2009,SuperSport Park,1,Chennai Super Kings,0,4,1,12,2,7,14,40,2
30/04/2009,SuperSport Park,2,Rajasthan Royals,164,7,2,5,4,10,10,38,2
01/05/2009,Buffalo Park,1,Mumbai Indians,0,9,6,3,6,7,9,40,2
01/05/2009,Buffalo Park,2,Kolkata Knight Riders,148,1,3,9,2,6,5,26,2
01/05/2009,Kingsmead,1,Royal Challengers Bangalore,0,2,6,7,12,0,11,38,2
01/05/2009,Kingsmead,2,Kings XI Punjab,145,3,1,6,11,7,7,35,0
02/05/2009,St George's Park,1,Deccan Chargers,0,8,10,9,7,1,4,39,2
02/05/2009,St George's Park,2,Rajasthan Royals,141,3,0,2,2,13,10,30,3
02/05/2009,New Wanderers Stadium,1,Chennai Super Kings,0,10,6,3,9,8,17,53,2
02/05/2009,New Wanderers Stadium,2,Delhi Daredevils,163,5,6,9,2,16,11,49,2
03/05/2009,St George's Park,1,Kolkata Knight Riders,0,5,2,2,6,8,5,28,1
03/05/2009,St George's Park,2,Kings XI Punjab,153,2,4,7,22,9,7,51,2
03/05/2009,New Wanderers Stadium,1,Mumbai Indians,0,0,12,9,0,2,2,25,3
03/05/2009,New Wanderers Stadium,2,Royal Challengers Bangalore,149,9,12,3,17,10,0,51,1
04/05/2009,Buffalo Park,1,Chennai Super Kings,0,10,5,6,13,11,8,53,0
04/05/2009,Buffalo Park,2,Deccan Chargers,178,0,1,6,8,19,18,52,3
05/05/2009,Kingsmead,1,Rajasthan Royals,0,16,5,5,11,7,13,57,0
05/05/2009,Kingsmead,2,Kings XI Punjab,211,2,1,7,6,9,4,29,4
05/05/2009,Kingsmead,1,Kolkata Knight Riders,0,3,9,21,9,6,6,54,0
05/05/2009,Kingsmead,2,Delhi Daredevils,154,4,7,17,10,11,8,57,0
06/05/2009,SuperSport Park,1,Deccan Chargers,0,7,1,5,8,15,1,37,2
06/05/2009,SuperSport Park,2,Mumbai Indians,145,6,1,4,9,7,14,41,2
07/05/2009,SuperSport Park,1,Royal Challengers Bangalore,0,3,7,3,3,7,6,29,3
07/05/2009,SuperSport Park,2,Rajasthan Royals,105,2,2,8,3,10,6,31,1
07/05/2009,SuperSport Park,1,Chennai Super Kings,0,5,8,16,6,10,12,57,1
07/05/2009,SuperSport Park,2,Kings XI Punjab,185,5,6,12,5,19,6,53,1
08/05/2009,Buffalo Park,1,Mumbai Indians,0,1,8,2,5,9,5,30,3
08/05/2009,Buffalo Park,2,Delhi Daredevils,116,8,3,9,3,10,3,36,0
09/05/2009,De Beers Diamond Oval,1,Deccan Chargers,0,7,9,9,6,13,8,52,1
09/05/2009,De Beers Diamond Oval,2,Kings XI Punjab,168,8,12,9,11,2,3,45,2
09/05/2009,De Beers Diamond Oval,1,Rajasthan Royals,0,5,3,5,9,3,9,34,1
09/05/2009,De Beers Diamond Oval,2,Chennai Super Kings,140,9,1,9,4,2,12,37,2
10/05/2009,St George's Park,1,Mumbai Indians,0,5,3,14,7,13,4,46,1
10/05/2009,St George's Park,2,Royal Challengers Bangalore,157,6,9,7,5,4,8,39,2
10/05/2009,New Wanderers Stadium,1,Kolkata Knight Riders,0,7,2,6,1,9,12,37,3
10/05/2009,New Wanderers Stadium,2,Delhi Daredevils,123,3,9,5,13,15,2,47,0
11/05/2009,De Beers Diamond Oval,1,Deccan Chargers,0,8,3,8,9,4,10,42,2
11/05/2009,De Beers Diamond Oval,2,Rajasthan Royals,166,5,3,6,6,5,5,30,2
12/05/2009,SuperSport Park,1,Kolkata Knight Riders,0,5,8,2,2,10,11,38,2
12/05/2009,SuperSport Park,2,Royal Challengers Bangalore,173,2,5,10,10,9,10,46,0
12/05/2009,SuperSport Park,1,Kings XI Punjab,0,5,5,12,9,12,8,51,3
12/05/2009,SuperSport Park,2,Mumbai Indians,119,5,0,4,5,21,7,42,2
13/05/2009,Kingsmead,1,Delhi Daredevils,0,5,12,1,8,6,24,56,1
13/05/2009,Kingsmead,2,Deccan Chargers,173,18,12,3,7,0,10,50,2
14/05/2009,Kingsmead,1,Chennai Super Kings,0,4,16,12,0,11,9,52,2
14/05/2009,Kingsmead,2,Royal Challengers Bangalore,129,6,11,1,11,1,3,33,3
14/05/2009,Kingsmead,1,Rajasthan Royals,0,7,7,6,7,12,3,42,0
14/05/2009,Kingsmead,2,Mumbai Indians,145,8,1,4,6,4,3,26,3
15/05/2009,OUTsurance Oval,1,Delhi Daredevils,0,7,6,6,3,5,11,38,2
15/05/2009,OUTsurance Oval,2,Kings XI Punjab,120,2,18,2,13,0,2,37,3
16/05/2009,St George's Park,1,Mumbai Indians,0,1,6,1,8,18,15,49,2
16/05/2009,St George's Park,2,Chennai Super Kings,147,4,13,1,6,10,1,35,2
16/05/2009,New Wanderers Stadium,1,Kolkata Knight Riders,0,5,5,5,10,4,2,31,1
16/05/2009,New Wanderers Stadium,2,Deccan Chargers,160,5,15,9,11,1,9,50,0
17/05/2009,New Wanderers Stadium,1,Kings XI Punjab,0,9,3,3,11,7,6,39,3
17/05/2009,New Wanderers Stadium,2,Deccan Chargers,134,5,18,7,4,6,6,46,2
17/05/2009,OUTsurance Oval,1,Delhi Daredevils,0,4,8,3,4,7,9,35,2
17/05/2009,OUTsurance Oval,2,Rajasthan Royals,150,2,6,2,4,5,5,24,2
18/05/2009,SuperSport Park,1,Chennai Super Kings,0,5,12,10,8,7,12,54,0
18/05/2009,SuperSport Park,2,Kolkata Knight Riders,188,10,1,16,6,1,22,56,1
19/05/2009,New Wanderers Stadium,1,Delhi Daredevils,0,1,1,12,2,12,9,37,3
19/05/2009,New Wanderers Stadium,2,Royal Challengers Bangalore,134,2,4,4,6,3,8,27,1
20/05/2009,Kingsmead,1,Rajasthan Royals,0,22,4,2,4,6,8,46,4
20/05/2009,Kingsmead,2,Kolkata Knight Riders,101,9,1,3,7,1,8,29,3
20/05/2009,Kingsmead,1,Chennai Super Kings,0,6,11,7,11,9,6,50,1
20/05/2009,Kingsmead,2,Kings XI Punjab,116,3,3,6,13,1,3,29,1
21/05/2009,SuperSport Park,1,Mumbai Indians,0,5,8,10,4,1,2,30,3
21/05/2009,SuperSport Park,2,Delhi Daredevils,165,8,11,11,11,5,14,60,1
21/05/2009,SuperSport Park,1,Royal Challengers Bangalore,0,4,3,8,10,6,2,33,1
21/05/2009,SuperSport Park,2,Deccan Chargers,170,4,8,4,7,22,19,64,0
22/05/2009,SuperSport Park,1,Delhi Daredevils,0,0,13,10,10,8,8,49,2
22/05/2009,SuperSport Park,2,Deccan Chargers,153,21,3,17,15,3,25,84,1
23/05/2009,New Wanderers Stadium,1,Chennai Super Kings,0,2,13,11,9,11,6,52,0
23/05/2009,New Wanderers Stadium,2,Royal Challengers Bangalore,146,9,8,7,15,10,10,59,2
24/05/2009,New Wanderers Stadium,1,Deccan Chargers,0,2,11,2,3,5,8,31,2
24/05/2009,New Wanderers Stadium,2,Royal Challengers Bangalore,143,1,4,11,5,12,3,36,1
12/03/2010,Dr DY Patil Sports Academy,1,Kolkata Knight Riders,0,1,5,8,8,9,7,38,4
12/03/2010,Dr DY Patil Sports Academy,2,Deccan Chargers,161,5,11,15,9,16,6,62,1
13/03/2010,Brabourne Stadium,1,Mumbai Indians,0,13,13,10,5,11,17,69,1
13/03/2010,Brabourne Stadium,2,Rajasthan Royals,212,1,7,14,12,4,1,39,2
13/03/2010,"Punjab Cricket Association Stadium, Mohali",1,Kings XI Punjab,0,3,9,3,18,6,5,44,3
13/03/2010,"Punjab Cricket Association Stadium, Mohali",2,Delhi Daredevils,142,9,1,12,5,3,9,39,2
14/03/2010,Eden Gardens,1,Royal Challengers Bangalore,0,5,6,4,1,2,6,24,3
14/03/2010,Eden Gardens,2,Kolkata Knight Riders,135,3,9,7,17,16,9,61,0
14/03/2010,"MA Chidambaram Stadium, Chepauk",1,Deccan Chargers,0,8,19,14,6,8,2,57,2
14/03/2010,"MA Chidambaram Stadium, Chepauk",2,Chennai Super Kings,190,4,8,10,9,0,3,34,4
15/03/2010,"Sardar Patel Stadium, Motera",1,Rajasthan Royals,0,14,1,10,6,14,2,47,3
15/03/2010,"Sardar Patel Stadium, Motera",2,Delhi Daredevils,141,12,12,16,3,4,13,60,2
16/03/2010,M Chinnaswamy Stadium,1,Kings XI Punjab,0,1,9,8,8,9,15,50,0
16/03/2010,M Chinnaswamy Stadium,2,Royal Challengers Bangalore,203,5,5,10,12,11,18,61,0
16/03/2010,Eden Gardens,1,Chennai Super Kings,0,1,9,6,2,4,9,31,1
16/03/2010,Eden Gardens,2,Kolkata Knight Riders,164,0,10,7,12,5,11,45,3
17/03/2010,Feroz Shah Kotla,1,Mumbai Indians,0,12,10,7,17,10,11,67,1
17/03/2010,Feroz Shah Kotla,2,Delhi Daredevils,218,13,12,8,10,6,7,56,1
18/03/2010,M Chinnaswamy Stadium,1,Rajasthan Royals,0,7,7,3,3,7,4,31,1
18/03/2010,M Chinnaswamy Stadium,2,Royal Challengers Bangalore,92,12,20,3,9,8,7,59,0
19/03/2010,Feroz Shah Kotla,1,Delhi Daredevils,0,9,10,9,8,14,2,52,1
19/03/2010,Feroz Shah Kotla,2,Chennai Super Kings,185,4,17,2,9,18,6,56,1
19/03/2010,Barabati Stadium,1,Deccan Chargers,0,4,24,15,3,7,3,56,2
19/03/2010,Barabati Stadium,2,Kings XI Punjab,170,9,1,1,7,4,5,27,3
20/03/2010,"Sardar Patel Stadium, Motera",1,Rajasthan Royals,0,6,8,13,9,6,14,56,2
20/03/2010,"Sardar Patel Stadium, Motera",2,Kolkata Knight Riders,168,5,6,7,9,10,1,38,1
20/03/2010,Brabourne Stadium,1,Mumbai Indians,0,5,6,7,14,5,8,45,2
20/03/2010,Brabourne Stadium,2,Royal Challengers Bangalore,151,4,2,10,12,12,15,55,0
21/03/2010,Barabati Stadium,1,Deccan Chargers,0,4,14,6,10,10,3,47,2
21/03/2010,Barabati Stadium,2,Delhi Daredevils,171,9,20,3,3,6,7,48,1
21/03/2010,"MA Chidambaram Stadium, Chepauk",1,Kings XI Punjab,0,2,11,5,3,9,8,38,1
21/03/2010,"MA Chidambaram Stadium, Chepauk",2,Chennai Super Kings,136,6,2,6,11,9,8,42,0
21/03/2010,"MA Chidambaram Stadium, Chepauk",2,Chennai Super Kings,136,9,0,0,0,0,0,9,2
21/03/2010,"MA Chidambaram Stadium, Chepauk",2,Kings XI Punjab,136,10,0,0,0,0,0,10,1
22/03/2010,Brabourne Stadium,1,Kolkata Knight Riders,0,10,1,14,4,5,7,41,0
22/03/2010,Brabourne Stadium,2,Mumbai Indians,155,12,12,7,14,6,6,57,0
23/03/2010,M Chinnaswamy Stadium,1,Royal Challengers Bangalore,0,2,6,9,2,10,9,38,1
23/03/2010,M Chinnaswamy Stadium,2,Chennai Super Kings,171,2,8,8,3,1,7,29,1
24/03/2010,"Punjab Cricket Association Stadium, Mohali",1,Rajasthan Royals,0,8,9,13,7,12,4,53,1
24/03/2010,"Punjab Cricket Association Stadium, Mohali",2,Kings XI Punjab,183,7,4,15,15,18,17,76,1
25/03/2010,Brabourne Stadium,1,Chennai Super Kings,0,5,17,9,5,2,13,51,2
25/03/2010,Brabourne Stadium,2,Mumbai Indians,180,6,13,7,8,16,13,63,0
25/03/2010,M Chinnaswamy Stadium,1,Delhi Daredevils,0,13,16,10,9,10,6,64,2
25/03/2010,M Chinnaswamy Stadium,2,Royal Challengers Bangalore,183,8,5,9,11,4,9,46,0
26/03/2010,"Sardar Patel Stadium, Motera",1,Deccan Chargers,0,2,16,5,11,8,13,55,2
26/03/2010,"Sardar Patel Stadium, Motera",2,Rajasthan Royals,148,8,6,5,20,12,3,54,0
27/03/2010,"Punjab Cricket Association Stadium, Mohali",1,Kolkata Knight Riders,0,19,8,1,5,12,5,50,2
27/03/2010,"Punjab Cricket Association Stadium, Mohali",2,Kings XI Punjab,183,1,6,3,13,8,11,42,2
28/03/2010,"Sardar Patel Stadium, Motera",1,Rajasthan Royals,0,13,10,7,17,2,9,58,1
28/03/2010,"Sardar Patel Stadium, Motera",2,Chennai Super Kings,177,4,11,3,8,24,8,58,1
28/03/2010,Dr DY Patil Sports Academy,1,Mumbai Indians,0,5,9,5,11,12,10,52,1
28/03/2010,Dr DY Patil Sports Academy,2,Deccan Chargers,172,10,10,6,9,13,2,50,4
29/03/2010,Feroz Shah Kotla,1,Delhi Daredevils,0,9,12,17,7,11,6,62,3
29/03/2010,Feroz Shah Kotla,2,Kolkata Knight Riders,177,2,13,4,1,12,4,36,3
30/03/2010,Brabourne Stadium,1,Kings XI Punjab,0,5,9,11,9,7,7,48,2
30/03/2010,Brabourne Stadium,2,Mumbai Indians,163,10,1,8,10,8,8,45,1
31/03/2010,"MA Chidambaram Stadium, Chepauk",1,Royal Challengers Bangalore,0,2,9,6,11,5,19,52,1
31/03/2010,"MA Chidambaram Stadium, Chepauk",2,Chennai Super Kings,161,7,7,24,3,6,9,56,0
31/03/2010,Feroz Shah Kotla,1,Delhi Daredevils,0,11,4,9,8,13,7,52,3
31/03/2010,Feroz Shah Kotla,2,Rajasthan Royals,188,1,9,10,11,2,6,39,4
01/04/2010,Eden Gardens,1,Kolkata Knight Riders,0,10,5,9,5,11,6,46,2
01/04/2010,Eden Gardens,2,Deccan Chargers,181,14,9,9,9,5,13,59,1
02/04/2010,"Punjab Cricket Association Stadium, Mohali",1,Kings XI Punjab,0,1,7,9,13,6,5,41,1
02/04/2010,"Punjab Cricket Association Stadium, Mohali",2,Royal Challengers Bangalore,181,5,5,9,9,12,11,51,1
03/04/2010,"MA Chidambaram Stadium, Chepauk",1,Chennai Super Kings,0,8,15,8,6,13,16,66,1
03/04/2010,"MA Chidambaram Stadium, Chepauk",2,Rajasthan Royals,246,14,1,8,6,18,15,62,0
03/04/2010,Brabourne Stadium,1,Mumbai Indians,0,12,6,10,11,8,6,53,0
03/04/2010,Brabourne Stadium,2,Deccan Chargers,178,9,4,7,10,6,4,40,2
04/04/2010,Eden Gardens,1,Kolkata Knight Riders,0,9,8,8,6,15,7,53,0
04/04/2010,Eden Gardens,2,Kings XI Punjab,200,8,11,12,13,8,17,69,1
04/04/2010,Feroz Shah Kotla,1,Delhi Daredevils,0,2,9,14,10,13,6,54,2
04/04/2010,Feroz Shah Kotla,2,Royal Challengers Bangalore,184,11,7,7,1,10,2,38,1
05/04/2010,"Vidarbha Cricket Association Stadium, Jamtha",1,Rajasthan Royals,0,6,10,6,12,3,11,48,2
05/04/2010,"Vidarbha Cricket Association Stadium, Jamtha",2,Deccan Chargers,159,2,20,7,1,18,4,52,2
06/04/2010,"MA Chidambaram Stadium, Chepauk",1,Chennai Super Kings,0,6,6,12,3,8,7,42,1
06/04/2010,"MA Chidambaram Stadium, Chepauk",2,Mumbai Indians,165,7,9,7,8,7,8,46,0
07/04/2010,Sawai Mansingh Stadium,1,Kings XI Punjab,0,13,10,5,2,12,10,52,1
07/04/2010,Sawai Mansingh Stadium,2,Rajasthan Royals,153,9,9,17,20,10,5,70,0
07/04/2010,Eden Gardens,1,Kolkata Knight Riders,0,7,15,10,6,3,9,50,0
07/04/2010,Eden Gardens,2,Delhi Daredevils,181,1,10,6,6,16,5,44,1
08/04/2010,M Chinnaswamy Stadium,1,Royal Challengers Bangalore,0,4,13,1,7,14,7,46,1
08/04/2010,M Chinnaswamy Stadium,2,Deccan Chargers,184,5,6,4,7,8,2,32,1
09/04/2010,"Punjab Cricket Association Stadium, Mohali",1,Mumbai Indians,0,7,1,8,15,14,6,51,2
09/04/2010,"Punjab Cricket Association Stadium, Mohali",2,Kings XI Punjab,154,9,10,12,10,5,10,56,1
10/04/2010,"Vidarbha Cricket Association Stadium, Jamtha",1,Chennai Super Kings,0,6,11,4,13,7,14,55,1
10/04/2010,"Vidarbha Cricket Association Stadium, Jamtha",2,Deccan Chargers,138,3,6,7,16,3,2,37,2
10/04/2010,M Chinnaswamy Stadium,1,Kolkata Knight Riders,0,7,5,9,9,21,10,61,1
10/04/2010,M Chinnaswamy Stadium,2,Royal Challengers Bangalore,160,4,3,4,11,11,15,48,1
11/04/2010,Feroz Shah Kotla,1,Delhi Daredevils,0,4,15,10,12,3,1,45,3
11/04/2010,Feroz Shah Kotla,2,Kings XI Punjab,111,7,4,2,13,6,7,39,0
11/04/2010,Sawai Mansingh Stadium,1,Mumbai Indians,0,11,1,12,10,7,6,47,3
11/04/2010,Sawai Mansingh Stadium,2,Rajasthan Royals,174,1,8,2,6,3,14,34,3
12/04/2010,"Vidarbha Cricket Association Stadium, Jamtha",1,Deccan Chargers,0,1,9,6,4,8,7,35,3
12/04/2010,"Vidarbha Cricket Association Stadium, Jamtha",2,Royal Challengers Bangalore,151,6,8,4,9,5,6,38,1
13/04/2010,Brabourne Stadium,1,Mumbai Indians,0,8,8,6,13,5,4,44,1
13/04/2010,Brabourne Stadium,2,Delhi Daredevils,183,8,6,17,13,11,14,69,1
13/04/2010,"MA Chidambaram Stadium, Chepauk",1,Kolkata Knight Riders,0,3,8,6,1,3,1,22,4
13/04/2010,"MA Chidambaram Stadium, Chepauk",2,Chennai Super Kings,139,8,14,12,11,15,7,67,1
14/04/2010,Sawai Mansingh Stadium,1,Rajasthan Royals,0,6,7,8,0,3,6,30,3
14/04/2010,Sawai Mansingh Stadium,2,Royal Challengers Bangalore,130,6,1,9,18,8,17,59,2
15/04/2010,"MA Chidambaram Stadium, Chepauk",1,Chennai Super Kings,0,9,4,5,5,11,5,39,3
15/04/2010,"MA Chidambaram Stadium, Chepauk",2,Delhi Daredevils,112,5,2,5,6,8,7,33,3
16/04/2010,Himachal Pradesh Cricket Association Stadium,1,Kings XI Punjab,0,2,6,8,8,10,9,43,1
16/04/2010,Himachal Pradesh Cricket Association Stadium,2,Deccan Chargers,174,9,8,6,10,4,8,45,1
17/04/2010,M Chinnaswamy Stadium,1,Mumbai Indians,0,4,9,3,5,8,5,34,1
17/04/2010,M Chinnaswamy Stadium,2,Royal Challengers Bangalore,191,4,1,7,10,8,4,34,2
17/04/2010,Eden Gardens,1,Rajasthan Royals,0,6,2,6,10,8,14,46,0
17/04/2010,Eden Gardens,2,Kolkata Knight Riders,132,12,9,5,4,8,4,42,2
18/04/2010,Himachal Pradesh Cricket Association Stadium,1,Kings XI Punjab,0,15,6,13,2,7,6,49,1
18/04/2010,Himachal Pradesh Cricket Association Stadium,2,Chennai Super Kings,192,1,7,5,13,11,12,49,2
18/04/2010,Feroz Shah Kotla,1,Deccan Chargers,0,7,8,3,14,2,4,38,2
18/04/2010,Feroz Shah Kotla,2,Delhi Daredevils,145,5,9,7,12,4,2,39,3
19/04/2010,Eden Gardens,1,Mumbai Indians,0,3,4,7,8,7,13,42,2
19/04/2010,Eden Gardens,2,Kolkata Knight Riders,133,6,6,6,12,11,3,44,0
21/04/2010,Dr DY Patil Sports Academy,1,Mumbai Indians,0,2,9,12,8,8,15,54,2
