date,venue,inning,team,target,over_1,over_2,over_3,over_4,over_5,over_6,runs,wickets
13/05/2012,"Punjab Cricket Association Stadium, Mohali",2,Kings XI Punjab,190,3,4,4,13,4,16,44,2
14/05/2012,M Chinnaswamy Stadium,1,Royal Challengers Bangalore,0,6,1,4,2,21,6,40,2
14/05/2012,M Chinnaswamy Stadium,2,Mumbai Indians,171,2,5,8,9,4,4,32,3
14/05/2012,Eden Gardens,1,Kolkata Knight Riders,0,6,7,8,11,7,11,50,0
14/05/2012,Eden Gardens,2,Chennai Super Kings,158,5,11,14,2,12,7,51,0
15/05/2012,Feroz Shah Kotla,1,Kings XI Punjab,0,6,13,5,2,12,9,47,2
15/05/2012,Feroz Shah Kotla,2,Delhi Daredevils,136,11,10,7,4,4,1,37,4
16/05/2012,Wankhede Stadium,1,Kolkata Knight Riders,0,6,5,1,10,3,7,32,2
16/05/2012,Wankhede Stadium,2,Mumbai Indians,140,5,2,1,6,6,6,26,1
17/05/2012,Himachal Pradesh Cricket Association Stadium,1,Chennai Super Kings,0,4,7,6,1,6,1,25,2
17/05/2012,Himachal Pradesh Cricket Association Stadium,2,Kings XI Punjab,120,9,12,5,6,2,9,43,0
17/05/2012,Feroz Shah Kotla,1,Royal Challengers Bangalore,0,11,0,8,11,9,3,42,1
17/05/2012,Feroz Shah Kotla,2,Delhi Daredevils,215,11,7,6,15,8,4,51,2
18/05/2012,"Rajiv Gandhi International Stadium, Uppal",1,Rajasthan Royals,0,6,2,5,6,12,10,41,1
18/05/2012,"Rajiv Gandhi International Stadium, Uppal",2,Deccan Chargers,126,11,6,9,8,10,14,58,0
19/05/2012,Himachal Pradesh Cricket Association Stadium,1,Kings XI Punjab,0,5,0,10,2,1,2,20,4
19/05/2012,Himachal Pradesh Cricket Association Stadium,2,Delhi Daredevils,141,10,4,7,7,6,10,44,0
19/05/2012,Subrata Roy Sahara Stadium,1,Kolkata Knight Riders,0,8,5,2,6,1,5,27,1
19/05/2012,Subrata Roy Sahara Stadium,2,Pune Warriors,136,9,2,2,8,14,5,40,1
20/05/2012,"Rajiv Gandhi International Stadium, Uppal",1,Deccan Chargers,0,6,4,6,4,1,2,23,3
20/05/2012,"Rajiv Gandhi International Stadium, Uppal",2,Royal Challengers Bangalore,132,3,24,3,6,1,3,40,2
20/05/2012,Sawai Mansingh Stadium,1,Rajasthan Royals,0,7,2,9,8,5,0,31,2
20/05/2012,Sawai Mansingh Stadium,2,Mumbai Indians,162,8,4,9,6,12,5,44,0
22/05/2012,Subrata Roy Sahara Stadium,1,Kolkata Knight Riders,0,5,9,6,8,8,12,48,1
22/05/2012,Subrata Roy Sahara Stadium,2,Delhi Daredevils,162,11,13,1,15,7,2,49,2
23/05/2012,M Chinnaswamy Stadium,1,Chennai Super Kings,0,1,3,0,10,8,8,30,2
23/05/2012,M Chinnaswamy Stadium,2,Mumbai Indians,187,6,14,7,14,6,7,54,1
25/05/2012,"MA Chidambaram Stadium, Chepauk",1,Chennai Super Kings,0,12,7,6,6,8,13,52,0
25/05/2012,"MA Chidambaram Stadium, Chepauk",2,Delhi Daredevils,222,6,11,4,6,8,11,46,2
27/05/2012,"MA Chidambaram Stadium, Chepauk",1,Chennai Super Kings,0,3,3,11,14,4,19,54,0
27/05/2012,"MA Chidambaram Stadium, Chepauk",2,Kolkata Knight Riders,190,3,6,7,20,5,15,56,1
03/04/2013,Eden Gardens,1,Delhi Daredevils,0,9,8,9,8,7,4,45,2
03/04/2013,Eden Gardens,2,Kolkata Knight Riders,128,0,5,15,9,11,6,46,1
04/04/2013,M Chinnaswamy Stadium,1,Royal Challengers Bangalore,0,1,1,7,7,12,3,31,2
04/04/2013,M Chinnaswamy Stadium,2,Mumbai Indians,156,2,2,7,12,4,11,38,0
05/04/2013,"Rajiv Gandhi International Stadium, Uppal",1,Sunrisers Hyderabad,0,4,6,8,3,11,6,38,1
05/04/2013,"Rajiv Gandhi International Stadium, Uppal",2,Pune Warriors,126,2,1,2,8,5,9,27,0
06/04/2013,Feroz Shah Kotla,1,Rajasthan Royals,0,5,6,11,10,4,9,45,1
06/04/2013,Feroz Shah Kotla,2,Delhi Daredevils,165,5,5,12,1,10,6,39,1
06/04/2013,"MA Chidambaram Stadium, Chepauk",1,Mumbai Indians,0,4,7,6,6,5,13,41,2
06/04/2013,"MA Chidambaram Stadium, Chepauk",2,Chennai Super Kings,148,5,5,4,16,2,4,36,2
07/04/2013,Subrata Roy Sahara Stadium,1,Pune Warriors,0,1,1,11,5,3,3,24,2
07/04/2013,Subrata Roy Sahara Stadium,2,Kings XI Punjab,99,14,7,2,21,10,2,56,1
07/04/2013,"Rajiv Gandhi International Stadium, Uppal",1,Royal Challengers Bangalore,0,8,5,6,4,10,7,40,2
07/04/2013,"Rajiv Gandhi International Stadium, Uppal",2,Sunrisers Hyderabad,130,4,8,7,1,11,6,37,2
07/04/2013,"Rajiv Gandhi International Stadium, Uppal",2,Sunrisers Hyderabad,130,20,0,0,0,0,0,20,0
07/04/2013,"Rajiv Gandhi International Stadium, Uppal",2,Royal Challengers Bangalore,130,15,0,0,0,0,0,15,0
08/04/2013,Sawai Mansingh Stadium,1,Rajasthan Royals,0,1,5,7,8,6,8,35,1
08/04/2013,Sawai Mansingh Stadium,2,Kolkata Knight Riders,144,14,4,5,3,10,4,40,2
09/04/2013,Wankhede Stadium,1,Mumbai Indians,0,0,6,8,6,2,16,38,2
09/04/2013,Wankhede Stadium,2,Delhi Daredevils,209,2,8,7,10,15,4,46,2
09/04/2013,M Chinnaswamy Stadium,1,Sunrisers Hyderabad,0,7,5,5,8,7,8,40,1
09/04/2013,M Chinnaswamy Stadium,2,Royal Challengers Bangalore,161,12,4,6,2,15,8,47,1
10/04/2013,"Punjab Cricket Association Stadium, Mohali",1,Kings XI Punjab,0,5,11,4,11,7,5,43,2
10/04/2013,"Punjab Cricket Association Stadium, Mohali",2,Chennai Super Kings,138,6,3,5,10,7,7,38,0
11/04/2013,M Chinnaswamy Stadium,1,Kolkata Knight Riders,0,3,10,7,5,6,13,44,1
11/04/2013,M Chinnaswamy Stadium,2,Royal Challengers Bangalore,154,4,7,8,0,2,22,43,1
11/04/2013,Subrata Roy Sahara Stadium,1,Rajasthan Royals,0,7,7,6,10,10,4,44,1
11/04/2013,Subrata Roy Sahara Stadium,2,Pune Warriors,145,6,7,17,21,7,6,64,1
12/04/2013,Feroz Shah Kotla,1,Delhi Daredevils,0,0,12,4,9,3,1,29,3
12/04/2013,Feroz Shah Kotla,2,Sunrisers Hyderabad,114,2,0,5,8,10,13,38,1
13/04/2013,Wankhede Stadium,1,Mumbai Indians,0,3,8,17,7,2,11,48,0
13/04/2013,Wankhede Stadium,2,Pune Warriors,183,5,8,9,4,8,6,40,4
13/04/2013,"MA Chidambaram Stadium, Chepauk",1,Royal Challengers Bangalore,0,5,1,5,6,9,7,33,1
13/04/2013,"MA Chidambaram Stadium, Chepauk",2,Chennai Super Kings,165,3,1,2,4,7,14,31,2
14/04/2013,Eden Gardens,1,Kolkata Knight Riders,0,3,15,6,7,11,6,48,0
14/04/2013,Eden Gardens,2,Sunrisers Hyderabad,180,7,4,13,5,4,6,39,0
14/04/2013,Sawai Mansingh Stadium,1,Kings XI Punjab,0,1,7,2,0,11,13,34,3
14/04/2013,Sawai Mansingh Stadium,2,Rajasthan Royals,124,6,13,4,12,9,4,48,1
15/04/2013,"MA Chidambaram Stadium, Chepauk",1,Pune Warriors,0,13,6,4,9,10,6,48,0
15/04/2013,"MA Chidambaram Stadium, Chepauk",2,Chennai Super Kings,159,0,7,3,12,3,13,38,2
16/04/2013,"Punjab Cricket Association Stadium, Mohali",1,Kings XI Punjab,0,1,6,14,4,4,6,35,1
16/04/2013,"Punjab Cricket Association Stadium, Mohali",2,Kolkata Knight Riders,157,1,5,10,3,15,11,45,2
16/04/2013,M Chinnaswamy Stadium,1,Delhi Daredevils,0,1,15,5,13,8,1,43,1
16/04/2013,M Chinnaswamy Stadium,2,Royal Challengers Bangalore,152,2,8,10,12,11,5,48,2
16/04/2013,M Chinnaswamy Stadium,2,Royal Challengers Bangalore,152,15,0,0,0,0,0,15,0
16/04/2013,M Chinnaswamy Stadium,2,Delhi Daredevils,152,11,0,0,0,0,0,11,2
17/04/2013,Subrata Roy Sahara Stadium,1,Sunrisers Hyderabad,0,2,3,10,1,1,8,25,4
17/04/2013,Subrata Roy Sahara Stadium,2,Pune Warriors,119,7,12,9,10,1,2,41,2
17/04/2013,Sawai Mansingh Stadium,1,Rajasthan Royals,0,3,8,11,7,13,16,58,0
17/04/2013,Sawai Mansingh Stadium,2,Mumbai Indians,179,4,2,4,6,8,2,26,2
18/04/2013,Feroz Shah Kotla,1,Chennai Super Kings,0,5,6,4,10,9,5,39,1
18/04/2013,Feroz Shah Kotla,2,Delhi Daredevils,169,9,4,9,4,4,2,32,4
19/04/2013,"Rajiv Gandhi International Stadium, Uppal",1,Kings XI Punjab,0,2,4,10,1,12,7,36,1
19/04/2013,"Rajiv Gandhi International Stadium, Uppal",2,Sunrisers Hyderabad,123,0,8,3,5,9,8,33,1
20/04/2013,Eden Gardens,1,Kolkata Knight Riders,0,11,9,7,6,11,3,47,1
20/04/2013,Eden Gardens,2,Chennai Super Kings,119,7,5,5,5,4,1,27,1
20/04/2013,M Chinnaswamy Stadium,1,Rajasthan Royals,0,5,5,0,4,11,6,31,2
20/04/2013,M Chinnaswamy Stadium,2,Royal Challengers Bangalore,117,4,9,8,10,15,2,48,0
21/04/2013,Feroz Shah Kotla,1,Mumbai Indians,0,2,4,1,5,10,2,24,2
21/04/2013,Feroz Shah Kotla,2,Delhi Daredevils,161,2,8,7,17,17,9,60,0
21/04/2013,"Punjab Cricket Association Stadium, Mohali",1,Pune Warriors,0,9,11,8,9,10,1,48,0
21/04/2013,"Punjab Cricket Association Stadium, Mohali",2,Kings XI Punjab,185,5,10,11,10,8,11,55,2
22/04/2013,"MA Chidambaram Stadium, Chepauk",1,Rajasthan Royals,0,5,5,14,8,16,7,55,0
22/04/2013,"MA Chidambaram Stadium, Chepauk",2,Chennai Super Kings,185,4,11,9,14,7,13,58,1
23/04/2013,M Chinnaswamy Stadium,1,Royal Challengers Bangalore,0,3,21,4,5,28,1,62,0
23/04/2013,M Chinnaswamy Stadium,2,Pune Warriors,263,9,2,8,8,10,6,43,4
23/04/2013,Feroz Shah Kotla,1,Delhi Daredevils,0,6,4,12,0,10,8,40,2
23/04/2013,Feroz Shah Kotla,2,Kings XI Punjab,120,7,14,19,5,6,5,56,3
24/04/2013,Eden Gardens,1,Kolkata Knight Riders,0,26,10,10,2,6,7,61,1
24/04/2013,Eden Gardens,2,Mumbai Indians,159,5,1,7,15,2,12,42,1
25/04/2013,"MA Chidambaram Stadium, Chepauk",1,Sunrisers Hyderabad,0,6,6,1,15,9,3,40,3
25/04/2013,"MA Chidambaram Stadium, Chepauk",2,Chennai Super Kings,159,4,13,10,15,4,12,58,0
26/04/2013,Eden Gardens,1,Kings XI Punjab,0,5,0,10,8,10,12,45,0
26/04/2013,Eden Gardens,2,Kolkata Knight Riders,149,9,5,2,12,8,9,45,2
27/04/2013,Sawai Mansingh Stadium,1,Sunrisers Hyderabad,0,2,5,7,1,4,10,29,5
27/04/2013,Sawai Mansingh Stadium,2,Rajasthan Royals,144,1,6,0,6,8,9,30,1
27/04/2013,Wankhede Stadium,1,Mumbai Indians,0,7,5,16,3,7,14,52,1
27/04/2013,Wankhede Stadium,2,Royal Challengers Bangalore,194,5,5,12,3,9,1,35,1
28/04/2013,"MA Chidambaram Stadium, Chepauk",1,Chennai Super Kings,0,6,5,14,15,9,18,67,0
28/04/2013,"MA Chidambaram Stadium, Chepauk",2,Kolkata Knight Riders,200,18,6,8,1,18,12,63,2
28/04/2013,Shaheed Veer Narayan Singh International Stadium,1,Delhi Daredevils,0,3,5,9,3,4,13,37,1
28/04/2013,Shaheed Veer Narayan Singh International Stadium,2,Pune Warriors,164,0,10,8,7,12,6,43,0
29/04/2013,Sawai Mansingh Stadium,1,Royal Challengers Bangalore,0,13,9,17,5,5,6,55,1
29/04/2013,Sawai Mansingh Stadium,2,Rajasthan Royals,171,8,13,0,11,4,9,45,1
29/04/2013,Wankhede Stadium,1,Mumbai Indians,0,2,8,3,3,12,8,36,1
29/04/2013,Wankhede Stadium,2,Kings XI Punjab,174,7,5,5,6,15,17,55,2
30/04/2013,Subrata Roy Sahara Stadium,1,Chennai Super Kings,0,6,0,1,3,16,3,29,2
30/04/2013,Subrata Roy Sahara Stadium,2,Pune Warriors,164,9,12,5,11,6,3,46,4
01/05/2013,"Rajiv Gandhi International Stadium, Uppal",1,Mumbai Indians,0,6,4,9,12,1,9,41,2
01/05/2013,"Rajiv Gandhi International Stadium, Uppal",2,Sunrisers Hyderabad,129,6,10,3,1,5,11,36,1
01/05/2013,Shaheed Veer Narayan Singh International Stadium,1,Kolkata Knight Riders,0,5,10,2,3,9,8,37,3
01/05/2013,Shaheed Veer Narayan Singh International Stadium,2,Delhi Daredevils,136,3,9,7,8,5,2,34,2
02/05/2013,"MA Chidambaram Stadium, Chepauk",1,Chennai Super Kings,0,3,7,12,5,5,4,36,1
02/05/2013,"MA Chidambaram Stadium, Chepauk",2,Kings XI Punjab,186,8,5,3,7,4,9,36,2
02/05/2013,Subrata Roy Sahara Stadium,1,Royal Challengers Bangalore,0,8,1,6,5,3,7,30,0
02/05/2013,Subrata Roy Sahara Stadium,2,Pune Warriors,187,4,8,8,5,10,4,39,1
03/05/2013,Eden Gardens,1,Rajasthan Royals,0,5,3,12,6,2,6,34,2
03/05/2013,Eden Gardens,2,Kolkata Knight Riders,132,8,7,10,10,5,8,48,1
04/05/2013,"Rajiv Gandhi International Stadium, Uppal",1,Delhi Daredevils,0,4,0,8,8,3,3,26,1
04/05/2013,"Rajiv Gandhi International Stadium, Uppal",2,Sunrisers Hyderabad,80,6,11,6,7,3,8,41,2
05/05/2013,Wankhede Stadium,1,Mumbai Indians,0,4,1,6,4,6,11,32,0
05/05/2013,Wankhede Stadium,2,Chennai Super Kings,139,6,3,1,8,3,11,32,4
05/05/2013,Sawai Mansingh Stadium,1,Pune Warriors,0,9,7,14,13,7,11,61,0
05/05/2013,Sawai Mansingh Stadium,2,Rajasthan Royals,178,9,2,8,14,7,13,53,0
06/05/2013,"Punjab Cricket Association Stadium, Mohali",1,Royal Challengers Bangalore,0,3,8,7,5,18,17,58,0
06/05/2013,"Punjab Cricket Association Stadium, Mohali",2,Kings XI Punjab,190,6,6,1,8,10,10,41,2
07/05/2013,Sawai Mansingh Stadium,1,Delhi Daredevils,0,11,10,1,2,17,1,42,2
07/05/2013,Sawai Mansingh Stadium,2,Rajasthan Royals,154,0,7,11,9,9,13,49,0
07/05/2013,Wankhede Stadium,1,Mumbai Indians,0,0,11,2,20,5,3,41,0
07/05/2013,Wankhede Stadium,2,Kolkata Knight Riders,170,2,10,10,7,1,8,38,1
08/05/2013,"Rajiv Gandhi International Stadium, Uppal",1,Chennai Super Kings,0,0,11,2,13,18,6,50,1
08/05/2013,"Rajiv Gandhi International Stadium, Uppal",2,Sunrisers Hyderabad,223,4,7,13,5,17,3,49,2
09/05/2013,"Punjab Cricket Association Stadium, Mohali",1,Kings XI Punjab,0,1,5,5,13,4,9,37,1
